"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"1999"	"1999"	1452	3393941	42.8
	"Oregon"	"41"	"2000"	"2000"	1558	3421399	45.5
	"Oregon"	"41"	"2001"	"2001"	1709	3467937	49.3
	"Oregon"	"41"	"2002"	"2002"	1834	3513424	52.2
	"Oregon"	"41"	"2003"	"2003"	1898	3547376	53.5
	"Oregon"	"41"	"2004"	"2004"	1993	3569463	55.8
	"Oregon"	"41"	"2005"	"2005"	1974	3613202	54.6
	"Oregon"	"41"	"2006"	"2006"	2069	3670883	56.4
	"Oregon"	"41"	"2007"	"2007"	2009	3722417	54.0
	"Oregon"	"41"	"2008"	"2008"	2175	3768748	57.7
	"Oregon"	"41"	"2009"	"2009"	2099	3808600	55.1
	"Oregon"	"41"	"2010"	"2010"	2180	3831074	56.9
	"Oregon"	"41"	"2011"	"2011"	2215	3871859	57.2
	"Oregon"	"41"	"2012"	"2012"	2295	3899353	58.9
	"Oregon"	"41"	"2013"	"2013"	2364	3930065	60.2
	"Oregon"	"41"	"2014"	"2014"	2522	3970239	63.5
	"Oregon"	"41"	"2015"	"2015"	2910	4028977	72.2
	"Oregon"	"41"	"2016"	"2016"	2978	4093465	72.8
	"Oregon"	"41"	"2017"	"2017"	3145	4142776	75.9
	"Oregon"	"41"	"2018"	"2018"	3328	4190713	79.4
	"Oregon"	"41"	"2019"	"2019"	3577	4217737	84.8
	"Oregon"	"41"	"2020 "	"2020"	3727	4241507	87.9
"Total"	"Oregon"	"41"			52011	83915155	62.0
	"Pennsylvania"	"42"	"1999"	"1999"	4271	12263805	34.8
	"Pennsylvania"	"42"	"2000"	"2000"	4894	12281054	39.8
	"Pennsylvania"	"42"	"2001"	"2001"	5236	12298970	42.6
	"Pennsylvania"	"42"	"2002"	"2002"	5349	12331031	43.4
	"Pennsylvania"	"42"	"2003"	"2003"	5469	12374658	44.2
	"Pennsylvania"	"42"	"2004"	"2004"	5760	12410722	46.4
	"Pennsylvania"	"42"	"2005"	"2005"	6206	12449990	49.8
	"Pennsylvania"	"42"	"2006"	"2006"	6010	12510809	48.0
	"Pennsylvania"	"42"	"2007"	"2007"	6340	12563937	50.5
	"Pennsylvania"	"42"	"2008"	"2008"	6723	12612285	53.3
	"Pennsylvania"	"42"	"2009"	"2009"	6415	12666858	50.6
	"Pennsylvania"	"42"	"2010"	"2010"	6496	12702379	51.1
	"Pennsylvania"	"42"	"2011"	"2011"	6467	12742886	50.7
	"Pennsylvania"	"42"	"2012"	"2012"	6575	12763536	51.5
	"Pennsylvania"	"42"	"2013"	"2013"	6450	12773801	50.5
	"Pennsylvania"	"42"	"2014"	"2014"	6891	12787209	53.9
	"Pennsylvania"	"42"	"2015"	"2015"	7583	12802503	59.2
	"Pennsylvania"	"42"	"2016"	"2016"	7952	12784227	62.2
	"Pennsylvania"	"42"	"2017"	"2017"	8349	12805537	65.2
	"Pennsylvania"	"42"	"2018"	"2018"	8366	12807060	65.3
	"Pennsylvania"	"42"	"2019"	"2019"	8709	12801989	68.0
	"Pennsylvania"	"42"	"2020 "	"2020"	9554	12783254	74.7
"Total"	"Pennsylvania"	"42"			146065	277318500	52.7
	"Rhode Island"	"44"	"1999"	"1999"	368	1040402	35.4
	"Rhode Island"	"44"	"2000"	"2000"	389	1048319	37.1
	"Rhode Island"	"44"	"2001"	"2001"	410	1057142	38.8
	"Rhode Island"	"44"	"2002"	"2002"	461	1065995	43.2
	"Rhode Island"	"44"	"2003"	"2003"	498	1071342	46.5
	"Rhode Island"	"44"	"2004"	"2004"	467	1074579	43.5
	"Rhode Island"	"44"	"2005"	"2005"	484	1067916	45.3
	"Rhode Island"	"44"	"2006"	"2006"	498	1063096	46.8
	"Rhode Island"	"44"	"2007"	"2007"	544	1057315	51.5
	"Rhode Island"	"44"	"2008"	"2008"	579	1055003	54.9
	"Rhode Island"	"44"	"2009"	"2009"	517	1053646	49.1
	"Rhode Island"	"44"	"2010"	"2010"	549	1052567	52.2
	"Rhode Island"	"44"	"2011"	"2011"	550	1051302	52.3
	"Rhode Island"	"44"	"2012"	"2012"	511	1050292	48.7
	"Rhode Island"	"44"	"2013"	"2013"	569	1051511	54.1
	"Rhode Island"	"44"	"2014"	"2014"	635	1055173	60.2
	"Rhode Island"	"44"	"2015"	"2015"	711	1056298	67.3
	"Rhode Island"	"44"	"2016"	"2016"	700	1056426	66.3
	"Rhode Island"	"44"	"2017"	"2017"	732	1059639	69.1
	"Rhode Island"	"44"	"2018"	"2018"	772	1057315	73.0
	"Rhode Island"	"44"	"2019"	"2019"	779	1059361	73.5
	"Rhode Island"	"44"	"2020 "	"2020"	846	1057125	80.0
"Total"	"Rhode Island"	"44"			12569	23261764	54.0
	"South Carolina"	"45"	"1999"	"1999"	1256	3974682	31.6
	"South Carolina"	"45"	"2000"	"2000"	1456	4012012	36.3
	"South Carolina"	"45"	"2001"	"2001"	1501	4064995	36.9
	"South Carolina"	"45"	"2002"	"2002"	1641	4107795	39.9
	"South Carolina"	"45"	"2003"	"2003"	1707	4150297	41.1
	"South Carolina"	"45"	"2004"	"2004"	1917	4210921	45.5
	"South Carolina"	"45"	"2005"	"2005"	2053	4270150	48.1
	"South Carolina"	"45"	"2006"	"2006"	2187	4357847	50.2
	"South Carolina"	"45"	"2007"	"2007"	2227	4444110	50.1
	"South Carolina"	"45"	"2008"	"2008"	2326	4528996	51.4
	"South Carolina"	"45"	"2009"	"2009"	2328	4589872	50.7
	"South Carolina"	"45"	"2010"	"2010"	2594	4625364	56.1
	"South Carolina"	"45"	"2011"	"2011"	2460	4679230	52.6
	"South Carolina"	"45"	"2012"	"2012"	2637	4723723	55.8
	"South Carolina"	"45"	"2013"	"2013"	2726	4774839	57.1
	"South Carolina"	"45"	"2014"	"2014"	3194	4832482	66.1
	"South Carolina"	"45"	"2015"	"2015"	3859	4896146	78.8
	"South Carolina"	"45"	"2016"	"2016"	4021	4961119	81.1
	"South Carolina"	"45"	"2017"	"2017"	4260	5024369	84.8
	"South Carolina"	"45"	"2018"	"2018"	4528	5084127	89.1
	"South Carolina"	"45"	"2019"	"2019"	4495	5148714	87.3
	"South Carolina"	"45"	"2020 "	"2020"	5261	5218040	100.8
"Total"	"South Carolina"	"45"			60634	100679830	60.2
	"South Dakota"	"46"	"1999"	"1999"	270	750412	36.0
	"South Dakota"	"46"	"2000"	"2000"	309	754844	40.9
	"South Dakota"	"46"	"2001"	"2001"	295	757972	38.9
	"South Dakota"	"46"	"2002"	"2002"	300	760020	39.5
	"South Dakota"	"46"	"2003"	"2003"	333	763729	43.6
	"South Dakota"	"46"	"2004"	"2004"	399	770396	51.8
	"South Dakota"	"46"	"2005"	"2005"	430	775493	55.4
	"South Dakota"	"46"	"2006"	"2006"	497	783033	63.5
	"South Dakota"	"46"	"2007"	"2007"	515	791623	65.1
	"South Dakota"	"46"	"2008"	"2008"	570	799124	71.3
	"South Dakota"	"46"	"2009"	"2009"	580	807067	71.9
	"South Dakota"	"46"	"2010"	"2010"	586	814180	72.0
	"South Dakota"	"46"	"2011"	"2011"	600	824082	72.8
	"South Dakota"	"46"	"2012"	"2012"	621	833354	74.5
	"South Dakota"	"46"	"2013"	"2013"	607	844877	71.8
	"South Dakota"	"46"	"2014"	"2014"	621	853175	72.8
	"South Dakota"	"46"	"2015"	"2015"	643	858469	74.9
	"South Dakota"	"46"	"2016"	"2016"	701	865454	81.0
	"South Dakota"	"46"	"2017"	"2017"	692	869666	79.6
	"South Dakota"	"46"	"2018"	"2018"	718	882235	81.4
	"South Dakota"	"46"	"2019"	"2019"	765	884659	86.5
	"South Dakota"	"46"	"2020 "	"2020"	763	892717	85.5
"Total"	"South Dakota"	"46"			11815	17936581	65.9
	"Tennessee"	"47"	"1999"	"1999"	1699	5638706	30.1
	"Tennessee"	"47"	"2000"	"2000"	1839	5689283	32.3
	"Tennessee"	"47"	"2001"	"2001"	1984	5750789	34.5
	"Tennessee"	"47"	"2002"	"2002"	2141	5795918	36.9
	"Tennessee"	"47"	"2003"	"2003"	2403	5847812	41.1
	"Tennessee"	"47"	"2004"	"2004"	2536	5910809	42.9
	"Tennessee"	"47"	"2005"	"2005"	3022	5991057	50.4
	"Tennessee"	"47"	"2006"	"2006"	3091	6088766	50.8
	"Tennessee"	"47"	"2007"	"2007"	3356	6175727	54.3
	"Tennessee"	"47"	"2008"	"2008"	3552	6247411	56.9
	"Tennessee"	"47"	"2009"	"2009"	3316	6306019	52.6
	"Tennessee"	"47"	"2010"	"2010"	3669	6346105	57.8
	"Tennessee"	"47"	"2011"	"2011"	3905	6403353	61.0
	"Tennessee"	"47"	"2012"	"2012"	3765	6456243	58.3
	"Tennessee"	"47"	"2013"	"2013"	3938	6495978	60.6
	"Tennessee"	"47"	"2014"	"2014"	4285	6549352	65.4
	"Tennessee"	"47"	"2015"	"2015"	4941	6600299	74.9
	"Tennessee"	"47"	"2016"	"2016"	5247	6651194	78.9
	"Tennessee"	"47"	"2017"	"2017"	5783	6715984	86.1
	"Tennessee"	"47"	"2018"	"2018"	6306	6770010	93.1
	"Tennessee"	"47"	"2019"	"2019"	6596	6829174	96.6
	"Tennessee"	"47"	"2020 "	"2020"	7431	6886834	107.9
"Total"	"Tennessee"	"47"			84805	138146823	61.4
	"Texas"	"48"	"1999"	"1999"	5222	20558220	25.4
	"Texas"	"48"	"2000"	"2000"	5811	20851820	27.9
	"Texas"	"48"	"2001"	"2001"	6183	21319622	29.0
	"Texas"	"48"	"2002"	"2002"	6580	21690325	30.3
	"Texas"	"48"	"2003"	"2003"	6967	22030931	31.6
	"Texas"	"48"	"2004"	"2004"	7317	22394023	32.7
	"Texas"	"48"	"2005"	"2005"	7740	22778123	34.0
	"Texas"	"48"	"2006"	"2006"	8167	23359580	35.0
	"Texas"	"48"	"2007"	"2007"	8411	23831983	35.3
	"Texas"	"48"	"2008"	"2008"	9062	24309039	37.3
	"Texas"	"48"	"2009"	"2009"	8826	24801761	35.6
	"Texas"	"48"	"2010"	"2010"	9215	25145561	36.6
	"Texas"	"48"	"2011"	"2011"	9558	25674681	37.2
	"Texas"	"48"	"2012"	"2012"	9627	26059203	36.9
	"Texas"	"48"	"2013"	"2013"	10083	26448193	38.1
	"Texas"	"48"	"2014"	"2014"	12128	26956958	45.0
	"Texas"	"48"	"2015"	"2015"	15536	27469114	56.6
	"Texas"	"48"	"2016"	"2016"	16775	27862596	60.2
	"Texas"	"48"	"2017"	"2017"	18180	28304596	64.2
	"Texas"	"48"	"2018"	"2018"	18986	28701845	66.1
	"Texas"	"48"	"2019"	"2019"	20473	28995881	70.6
	"Texas"	"48"	"2020 "	"2020"	24066	29360759	82.0
"Total"	"Texas"	"48"			244913	548904814	44.6
	"Utah"	"49"	"1999"	"1999"	538	2203482	24.4
	"Utah"	"49"	"2000"	"2000"	640	2233169	28.7
	"Utah"	"49"	"2001"	"2001"	638	2283715	27.9
	"Utah"	"49"	"2002"	"2002"	650	2324815	28.0
	"Utah"	"49"	"2003"	"2003"	733	2360137	31.1
	"Utah"	"49"	"2004"	"2004"	741	2401580	30.9
	"Utah"	"49"	"2005"	"2005"	813	2457719	33.1
	"Utah"	"49"	"2006"	"2006"	821	2525507	32.5
	"Utah"	"49"	"2007"	"2007"	785	2597746	30.2
	"Utah"	"49"	"2008"	"2008"	854	2663029	32.1
	"Utah"	"49"	"2009"	"2009"	803	2723421	29.5
	"Utah"	"49"	"2010"	"2010"	826	2763885	29.9
	"Utah"	"49"	"2011"	"2011"	887	2817222	31.5
	"Utah"	"49"	"2012"	"2012"	926	2855287	32.4
	"Utah"	"49"	"2013"	"2013"	959	2900872	33.1
	"Utah"	"49"	"2014"	"2014"	1180	2942902	40.1
	"Utah"	"49"	"2015"	"2015"	1542	2995919	51.5
	"Utah"	"49"	"2016"	"2016"	1635	3051217	53.6
	"Utah"	"49"	"2017"	"2017"	1690	3101833	54.5
	"Utah"	"49"	"2018"	"2018"	1836	3161105	58.1
	"Utah"	"49"	"2019"	"2019"	1845	3205958	57.5
	"Utah"	"49"	"2020 "	"2020"	2057	3249879	63.3
"Total"	"Utah"	"49"			23399	59820399	39.1
	"Vermont"	"50"	"1999"	"1999"	237	604683	39.2
	"Vermont"	"50"	"2000"	"2000"	224	608827	36.8
	"Vermont"	"50"	"2001"	"2001"	284	612223	46.4
	"Vermont"	"50"	"2002"	"2002"	263	615442	42.7
	"Vermont"	"50"	"2003"	"2003"	296	617858	47.9
	"Vermont"	"50"	"2004"	"2004"	298	619920	48.1
	"Vermont"	"50"	"2005"	"2005"	310	621215	49.9
	"Vermont"	"50"	"2006"	"2006"	307	622892	49.3
	"Vermont"	"50"	"2007"	"2007"	356	623481	57.1
	"Vermont"	"50"	"2008"	"2008"	358	624151	57.4
	"Vermont"	"50"	"2009"	"2009"	338	624817	54.1
	"Vermont"	"50"	"2010"	"2010"	398	625741	63.6
	"Vermont"	"50"	"2011"	"2011"	400	626431	63.9
	"Vermont"	"50"	"2012"	"2012"	439	626011	70.1
	"Vermont"	"50"	"2013"	"2013"	444	626630	70.9
	"Vermont"	"50"	"2014"	"2014"	419	626562	66.9
	"Vermont"	"50"	"2015"	"2015"	495	626042	79.1
	"Vermont"	"50"	"2016"	"2016"	521	624594	83.4
	"Vermont"	"50"	"2017"	"2017"	552	623657	88.5
	"Vermont"	"50"	"2018"	"2018"	522	626299	83.3
	"Vermont"	"50"	"2019"	"2019"	525	623989	84.1
	"Vermont"	"50"	"2020 "	"2020"	533	623347	85.5
"Total"	"Vermont"	"50"			8519	13674812	62.3
	"Virginia"	"51"	"1999"	"1999"	1861	7000174	26.6
	"Virginia"	"51"	"2000"	"2000"	2090	7078515	29.5
	"Virginia"	"51"	"2001"	"2001"	2218	7198362	30.8
	"Virginia"	"51"	"2002"	"2002"	2425	7286873	33.3
	"Virginia"	"51"	"2003"	"2003"	2582	7366977	35.0
	"Virginia"	"51"	"2004"	"2004"	2624	7475575	35.1
	"Virginia"	"51"	"2005"	"2005"	2695	7577105	35.6
	"Virginia"	"51"	"2006"	"2006"	2757	7673725	35.9
	"Virginia"	"51"	"2007"	"2007"	3005	7751000	38.8
	"Virginia"	"51"	"2008"	"2008"	3103	7833496	39.6
	"Virginia"	"51"	"2009"	"2009"	3101	7925937	39.1
	"Virginia"	"51"	"2010"	"2010"	3256	8001024	40.7
	"Virginia"	"51"	"2011"	"2011"	3341	8096604	41.3
	"Virginia"	"51"	"2012"	"2012"	3329	8185867	40.7
	"Virginia"	"51"	"2013"	"2013"	3224	8260405	39.0
	"Virginia"	"51"	"2014"	"2014"	3480	8326289	41.8
	"Virginia"	"51"	"2015"	"2015"	4130	8382993	49.3
	"Virginia"	"51"	"2016"	"2016"	4584	8411808	54.5
	"Virginia"	"51"	"2017"	"2017"	5113	8470020	60.4
	"Virginia"	"51"	"2018"	"2018"	5487	8517685	64.4
	"Virginia"	"51"	"2019"	"2019"	5842	8535519	68.4
	"Virginia"	"51"	"2020 "	"2020"	6468	8590563	75.3
"Total"	"Virginia"	"51"			76715	173946516	44.1
	"Washington"	"53"	"1999"	"1999"	2576	5842564	44.1
	"Washington"	"53"	"2000"	"2000"	2778	5894121	47.1
	"Washington"	"53"	"2001"	"2001"	3056	5985722	51.1
	"Washington"	"53"	"2002"	"2002"	3249	6052349	53.7
	"Washington"	"53"	"2003"	"2003"	3483	6104115	57.1
	"Washington"	"53"	"2004"	"2004"	3329	6178645	53.9
	"Washington"	"53"	"2005"	"2005"	3443	6257305	55.0
	"Washington"	"53"	"2006"	"2006"	3628	6370753	56.9
	"Washington"	"53"	"2007"	"2007"	3898	6461587	60.3
	"Washington"	"53"	"2008"	"2008"	4344	6562231	66.2
	"Washington"	"53"	"2009"	"2009"	4265	6667426	64.0
	"Washington"	"53"	"2010"	"2010"	4352	6724540	64.7
	"Washington"	"53"	"2011"	"2011"	4575	6830038	67.0
	"Washington"	"53"	"2012"	"2012"	4666	6897012	67.7
	"Washington"	"53"	"2013"	"2013"	4902	6971406	70.3
	"Washington"	"53"	"2014"	"2014"	5064	7061530	71.7
	"Washington"	"53"	"2015"	"2015"	5370	7170351	74.9
	"Washington"	"53"	"2016"	"2016"	5288	7288000	72.6
	"Washington"	"53"	"2017"	"2017"	5877	7405743	79.4
	"Washington"	"53"	"2018"	"2018"	6018	7535591	79.9
	"Washington"	"53"	"2019"	"2019"	6208	7614893	81.5
	"Washington"	"53"	"2020 "	"2020"	6525	7693612	84.8
"Total"	"Washington"	"53"			96894	147569534	65.7
	"West Virginia"	"54"	"1999"	"1999"	615	1811799	33.9
	"West Virginia"	"54"	"2000"	"2000"	659	1808344	36.4
	"West Virginia"	"54"	"2001"	"2001"	675	1801481	37.5
	"West Virginia"	"54"	"2002"	"2002"	699	1805414	38.7
	"West Virginia"	"54"	"2003"	"2003"	815	1812295	45.0
	"West Virginia"	"54"	"2004"	"2004"	837	1816438	46.1
	"West Virginia"	"54"	"2005"	"2005"	819	1820492	45.0
	"West Virginia"	"54"	"2006"	"2006"	841	1827912	46.0
	"West Virginia"	"54"	"2007"	"2007"	908	1834052	49.5
	"West Virginia"	"54"	"2008"	"2008"	1085	1840310	59.0
	"West Virginia"	"54"	"2009"	"2009"	986	1847775	53.4
	"West Virginia"	"54"	"2010"	"2010"	978	1852994	52.8
	"West Virginia"	"54"	"2011"	"2011"	1018	1855364	54.9
	"West Virginia"	"54"	"2012"	"2012"	1050	1855413	56.6
	"West Virginia"	"54"	"2013"	"2013"	1039	1854304	56.0
	"West Virginia"	"54"	"2014"	"2014"	1120	1850326	60.5
	"West Virginia"	"54"	"2015"	"2015"	1288	1844128	69.8
	"West Virginia"	"54"	"2016"	"2016"	1378	1831102	75.3
	"West Virginia"	"54"	"2017"	"2017"	1415	1815857	77.9
	"West Virginia"	"54"	"2018"	"2018"	1497	1805832	82.9
	"West Virginia"	"54"	"2019"	"2019"	1491	1792147	83.2
	"West Virginia"	"54"	"2020 "	"2020"	1736	1784787	97.3
"Total"	"West Virginia"	"54"			22949	40168566	57.1
	"Wisconsin"	"55"	"1999"	"1999"	2030	5332666	38.1
	"Wisconsin"	"55"	"2000"	"2000"	2056	5363675	38.3
	"Wisconsin"	"55"	"2001"	"2001"	2221	5406835	41.1
	"Wisconsin"	"55"	"2002"	"2002"	2311	5445162	42.4
	"Wisconsin"	"55"	"2003"	"2003"	2414	5479203	44.1
	"Wisconsin"	"55"	"2004"	"2004"	2464	5514026	44.7
	"Wisconsin"	"55"	"2005"	"2005"	2605	5546166	47.0
	"Wisconsin"	"55"	"2006"	"2006"	2686	5577655	48.2
	"Wisconsin"	"55"	"2007"	"2007"	2851	5610775	50.8
	"Wisconsin"	"55"	"2008"	"2008"	2857	5640996	50.6
	"Wisconsin"	"55"	"2009"	"2009"	2772	5669264	48.9
	"Wisconsin"	"55"	"2010"	"2010"	2995	5686986	52.7
	"Wisconsin"	"55"	"2011"	"2011"	3080	5711767	53.9
	"Wisconsin"	"55"	"2012"	"2012"	2951	5726398	51.5
	"Wisconsin"	"55"	"2013"	"2013"	3100	5742713	54.0
	"Wisconsin"	"55"	"2014"	"2014"	3472	5757564	60.3
	"Wisconsin"	"55"	"2015"	"2015"	3674	5771337	63.7
	"Wisconsin"	"55"	"2016"	"2016"	3966	5778708	68.6
	"Wisconsin"	"55"	"2017"	"2017"	4180	5795483	72.1
	"Wisconsin"	"55"	"2018"	"2018"	4284	5813568	73.7
	"Wisconsin"	"55"	"2019"	"2019"	4290	5822434	73.7
	"Wisconsin"	"55"	"2020 "	"2020"	4656	5832655	79.8
"Total"	"Wisconsin"	"55"			67915	124026036	54.8
	"Wyoming"	"56"	"1999"	"1999"	180	491780	36.6
	"Wyoming"	"56"	"2000"	"2000"	181	493782	36.7
	"Wyoming"	"56"	"2001"	"2001"	199	494657	40.2
	"Wyoming"	"56"	"2002"	"2002"	210	500017	42.0
	"Wyoming"	"56"	"2003"	"2003"	235	503453	46.7
	"Wyoming"	"56"	"2004"	"2004"	175	509106	34.4
	"Wyoming"	"56"	"2005"	"2005"	191	514157	37.1
	"Wyoming"	"56"	"2006"	"2006"	206	522667	39.4
	"Wyoming"	"56"	"2007"	"2007"	195	534876	36.5
	"Wyoming"	"56"	"2008"	"2008"	228	546043	41.8
	"Wyoming"	"56"	"2009"	"2009"	217	559851	38.8
	"Wyoming"	"56"	"2010"	"2010"	235	563626	41.7
	"Wyoming"	"56"	"2011"	"2011"	265	568158	46.6
	"Wyoming"	"56"	"2012"	"2012"	245	576412	42.5
	"Wyoming"	"56"	"2013"	"2013"	241	582658	41.4
	"Wyoming"	"56"	"2014"	"2014"	285	584153	48.8
	"Wyoming"	"56"	"2015"	"2015"	269	586107	45.9
	"Wyoming"	"56"	"2016"	"2016"	270	585501	46.1
	"Wyoming"	"56"	"2017"	"2017"	339	579315	58.5
	"Wyoming"	"56"	"2018"	"2018"	432	577737	74.8
	"Wyoming"	"56"	"2019"	"2019"	382	578759	66.0
	"Wyoming"	"56"	"2020 "	"2020"	395	582328	67.8
"Total"	"Wyoming"	"56"			5575	12035143	46.3
"Total"					3317164	6746356647	49.2
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: G00-G98 (Diseases of the nervous system)"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 20, 2022 5:01:18 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 20, 2022 5:01:18 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"6. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
